time,xaxis,yaxis,zaxis
15.986376,0.55,-1.86,-0.36
15.986499,0.69,-2.13,-0.41
15.986619,0.8,-2.38,-0.45
15.986734,0.91,-2.63,-0.49
15.986865,1.02,-2.85,-0.53
15.986976,1.11,-3.03,-0.56
15.98709,1.19,-3.19,-0.58
15.98721,1.26,-3.31,-0.61
15.988249,1.32,-3.41,-0.62
15.990739,1.37,-3.47,-0.63
15.993159,1.4,-3.49,-0.63
15.99571,1.4,-3.48,-0.62
15.998394,1.4,-3.45,-0.62
16.000042,1.38,-3.39,-0.61
16.002696,1.35,-3.31,-0.59
16.005244,1.31,-3.21,-0.57
16.007941,1.27,-3.09,-0.54
16.011033,1.21,-2.95,-0.5
16.013427,1.13,-2.77,-0.46
16.015944,1.06,-2.56,-0.41
16.018508,0.97,-2.32,-0.36
16.020256,0.87,-2.06,-0.3
16.023034,0.77,-1.77,-0.24
16.02538,0.67,-1.46,-0.17
16.028829,0.56,-1.12,-0.12
16.031323,0.45,-0.77,-0.06
16.033887,0.33,-0.41,0.01
16.03658,0.2,-0.04,0.06
16.038978,0.07,0.34,0.13
16.040611,-0.06,0.71,0.18
16.047036,-0.2,1.07,0.24
16.047392,-0.34,1.41,0.29
16.049109,-0.46,1.72,0.33
16.051589,-0.58,2.01,0.37
16.054085,-0.68,2.26,0.4
16.056579,-0.77,2.49,0.43
16.088174,-0.86,2.69,0.45
16.088825,-0.93,2.88,0.47
16.088979,-1,3.04,0.49
16.089098,-1.06,3.15,0.5
16.089218,-1.12,3.24,0.51
16.089334,-1.16,3.28,0.52
16.089449,-1.2,3.3,0.52
16.089562,-1.22,3.28,0.52
16.089671,-1.24,3.23,0.51
16.089787,-1.23,3.15,0.51
16.089894,-1.22,3.05,0.49
16.089999,-1.19,2.93,0.48
16.090112,-1.14,2.79,0.45
16.092974,-1.08,2.63,0.43
16.0944,-1.02,2.45,0.4
16.096974,-0.96,2.26,0.37
16.099221,-0.89,2.05,0.34
16.10118,-0.82,1.83,0.31
16.103952,-0.76,1.59,0.27
16.106902,-0.68,1.34,0.24
16.109642,-0.61,1.06,0.2
16.112182,-0.52,0.77,0.15
16.114618,-0.43,0.46,0.09
16.117287,-0.32,0.15,0.04
16.119079,-0.21,-0.16,-0.02
16.121477,-0.08,-0.48,-0.08
16.124142,0.05,-0.77,-0.14
16.126636,0.2,-1.06,-0.19
16.129957,0.34,-1.32,-0.25
16.132503,0.48,-1.57,-0.3
16.135227,0.6,-1.8,-0.35
16.137625,0.72,-2.02,-0.39
16.139312,0.83,-2.22,-0.42
16.145009,0.92,-2.4,-0.45
16.14536,1.01,-2.56,-0.47
16.147081,1.08,-2.7,-0.5
16.150353,1.14,-2.81,-0.51
16.152673,1.19,-2.89,-0.53
16.155287,1.23,-2.94,-0.54
16.187212,1.26,-2.97,-0.53
16.187838,1.27,-2.98,-0.53
16.187977,1.26,-2.95,-0.52
16.188195,1.24,-2.9,-0.5
16.188333,1.21,-2.84,-0.49
16.188452,1.16,-2.75,-0.47
16.188588,1.1,-2.64,-0.45
16.188715,1.04,-2.52,-0.42
16.18883,0.97,-2.38,-0.39
16.188944,0.91,-2.24,-0.36
16.189062,0.83,-2.08,-0.33
16.189175,0.77,-1.9,-0.29
16.189292,0.69,-1.71,-0.24
16.191757,0.62,-1.51,-0.2
16.193157,0.54,-1.3,-0.15
16.195659,0.46,-1.07,-0.1
16.198297,0.37,-0.84,-0.05
16.199988,0.28,-0.61,0
16.202474,0.18,-0.36,0.04
16.205179,0.07,-0.13,0.07
16.207821,-0.04,0.09,0.1
16.210876,-0.16,0.31,0.13
16.213466,-0.27,0.53,0.14
16.215878,-0.38,0.73,0.16
16.21857,-0.49,0.91,0.19
16.220149,-0.59,1.08,0.2
16.223527,-0.68,1.23,0.21
16.225347,-0.76,1.36,0.22
16.228667,-0.83,1.47,0.22
16.231208,-0.89,1.56,0.22
16.233728,-0.94,1.63,0.22
16.236412,-0.98,1.68,0.22
16.238782,-1,1.72,0.22
16.240552,-1.01,1.75,0.21
16.242965,-1.01,1.75,0.21
16.245668,-0.99,1.73,0.2
16.248439,-0.96,1.7,0.19
16.251649,-0.91,1.65,0.18
16.253929,-0.85,1.6,0.17
16.260756,-0.78,1.53,0.14
16.261189,-0.7,1.45,0.13
16.261389,-0.61,1.36,0.1
16.263306,-0.52,1.27,0.08
16.267115,-0.43,1.18,0.06
16.269033,-0.33,1.08,0.04
16.271479,-0.25,0.98,0.02
16.304176,-0.17,0.89,0
16.305256,-0.09,0.81,-0.01
16.30543,-0.03,0.72,-0.02
16.305554,0.03,0.65,-0.03
16.305666,0.07,0.6,-0.03
16.305785,0.11,0.55,-0.03
16.305885,0.14,0.51,-0.03
16.305982,0.17,0.49,-0.03
16.306085,0.19,0.46,-0.03
16.306192,0.2,0.45,-0.02
16.30629,0.22,0.43,-0.01
16.306384,0.22,0.42,0
16.30648,0.23,0.42,0.01
16.306719,0.23,0.41,0.03
16.309513,0.22,0.42,0.04
16.311948,0.22,0.42,0.06
16.314535,0.21,0.43,0.09
16.317067,0.2,0.44,0.11
16.318948,0.19,0.44,0.13
16.322121,0.17,0.45,0.14
16.323868,0.15,0.46,0.16
16.326685,0.13,0.47,0.17
16.329765,0.11,0.46,0.18
16.332213,0.08,0.43,0.19
16.334812,0.06,0.39,0.19
16.338976,0.05,0.33,0.18
16.339429,0.04,0.24,0.18
16.341787,0.03,0.15,0.16
16.344208,0.03,0.05,0.14
16.346723,0.04,-0.06,0.12
16.35004,0.04,-0.19,0.09
16.352579,0.05,-0.32,0.06
16.355193,0.06,-0.46,0.03
16.357736,0.08,-0.62,0
16.359521,0.1,-0.78,-0.04
16.361854,0.12,-0.95,-0.07
16.364437,0.15,-1.12,-0.11
16.367596,0.19,-1.31,-0.15
16.369449,0.22,-1.49,-0.19
16.375533,0.26,-1.67,-0.23
16.376029,0.3,-1.84,-0.27
16.378312,0.33,-2,-0.31
16.379578,0.36,-2.14,-0.35
16.382116,0.38,-2.26,-0.39
16.38469,0.4,-2.36,-0.43
16.412577,0.4,-2.44,-0.46
16.413223,0.41,-2.5,-0.49
16.41336,0.4,-2.54,-0.51
16.413466,0.38,-2.57,-0.53
16.413573,0.37,-2.58,-0.55
16.413667,0.34,-2.57,-0.57
16.413773,0.31,-2.54,-0.58
16.413862,0.27,-2.49,-0.58
16.413952,0.23,-2.41,-0.58
16.414039,0.19,-2.31,-0.56
16.41413,0.15,-2.19,-0.55
16.415837,0.11,-2.05,-0.53
16.418288,0.07,-1.9,-0.5
16.41995,0.03,-1.73,-0.46
16.422457,-0.01,-1.53,-0.42
16.425163,-0.04,-1.32,-0.37
16.428808,-0.08,-1.09,-0.32
16.430962,-0.12,-0.83,-0.26
16.43385,-0.16,-0.56,-0.2
16.436525,-0.21,-0.27,-0.13
16.43844,-0.26,0.01,-0.07
16.440275,-0.31,0.31,0
16.442812,-0.36,0.61,0.07
16.44535,-0.41,0.9,0.14
16.447973,-0.46,1.2,0.21
16.45122,-0.5,1.5,0.27
16.453813,-0.55,1.79,0.34
16.456378,-0.58,2.07,0.4
16.458943,-0.63,2.33,0.47
16.460528,-0.66,2.57,0.53
16.463032,-0.7,2.78,0.58
16.46629,-0.73,2.97,0.62
16.473664,-0.75,3.13,0.66
16.474086,-0.76,3.27,0.7
16.474276,-0.76,3.37,0.73
16.47676,-0.76,3.44,0.74
16.479527,-0.75,3.48,0.76
16.480793,-0.72,3.49,0.76
16.483278,-0.69,3.48,0.76
16.513977,-0.64,3.44,0.75
16.514911,-0.59,3.38,0.74
16.515073,-0.52,3.31,0.72
16.515204,-0.46,3.22,0.71
16.515333,-0.39,3.12,0.69
16.51544,-0.32,2.99,0.66
16.515572,-0.26,2.86,0.64
16.51568,-0.19,2.71,0.6
16.515799,-0.12,2.54,0.57
16.515898,-0.07,2.35,0.53
16.516,-0.02,2.16,0.48
16.516103,0.01,1.94,0.44
16.51842,0.04,1.71,0.4
16.519055,0.06,1.46,0.35
16.521116,0.09,1.2,0.31
16.523783,0.11,0.92,0.26
16.526333,0.12,0.62,0.2
16.529682,0.14,0.31,0.15
16.532074,0.16,0.01,0.1
16.534597,0.18,-0.31,0.05
16.537099,0.21,-0.62,0
16.538983,0.24,-0.93,-0.05
16.541484,0.27,-1.24,-0.1
16.543985,0.29,-1.53,-0.14
16.546821,0.33,-1.82,-0.18
16.549928,0.36,-2.1,-0.23
16.552455,0.39,-2.38,-0.26
16.555184,0.43,-2.64,-0.3
16.557597,0.46,-2.89,-0.33
16.559391,0.5,-3.12,-0.37
16.561839,0.54,-3.33,-0.4
16.564274,0.57,-3.51,-0.43
16.572086,0.61,-3.67,-0.46
16.572508,0.63,-3.8,-0.49
16.572767,0.65,-3.9,-0.51
16.575375,0.66,-3.97,-0.54
16.57779,0.65,-4,-0.56
16.579894,0.64,-4.01,-0.58
16.581943,0.62,-3.98,-0.6
16.613355,0.59,-3.92,-0.62
16.61419,0.55,-3.85,-0.63
16.614345,0.49,-3.75,-0.64
16.614489,0.43,-3.61,-0.64
16.614602,0.37,-3.46,-0.64
16.61471,0.29,-3.29,-0.62
16.614882,0.21,-3.07,-0.61
16.615011,0.12,-2.83,-0.58
16.61514,0.03,-2.56,-0.55
16.61525,-0.06,-2.26,-0.51
16.615365,-0.15,-1.95,-0.47
16.615475,-0.24,-1.62,-0.43
16.615673,-0.31,-1.27,-0.38
16.618211,-0.39,-0.92,-0.31
16.619834,-0.45,-0.55,-0.25
16.622368,-0.52,-0.18,-0.18
16.624982,-0.58,0.2,-0.1
16.627496,-0.63,0.57,-0.03
16.630969,-0.68,0.91,0.05
16.633245,-0.72,1.23,0.13
16.635916,-0.75,1.52,0.21
16.638433,-0.78,1.78,0.29
16.640119,-0.79,2.02,0.35
16.642748,-0.79,2.25,0.41
16.645291,-0.79,2.45,0.47
16.647879,-0.78,2.64,0.54
16.651962,-0.76,2.81,0.59
16.653576,-0.74,2.95,0.64
16.656386,-0.71,3.06,0.68
16.658535,-0.67,3.14,0.72
16.660251,-0.63,3.19,0.75
16.66289,-0.58,3.21,0.76
16.688765,-0.52,3.21,0.78
16.689448,-0.46,3.19,0.78
16.689605,-0.4,3.14,0.78
16.68973,-0.33,3.09,0.77
16.689858,-0.26,3.02,0.75
16.689977,-0.19,2.93,0.73
16.690105,-0.13,2.84,0.71
16.690228,-0.06,2.73,0.68
16.690345,0,2.59,0.64
16.690465,0.04,2.43,0.6
16.691477,0.08,2.25,0.55
16.694126,0.11,2.05,0.51
16.696674,0.13,1.84,0.46
16.699069,0.14,1.6,0.41
16.700941,0.15,1.34,0.35
16.703288,0.15,1.07,0.29
16.706661,0.15,0.77,0.23
16.709334,0.15,0.47,0.17
16.71255,0.15,0.14,0.11
16.715738,0.17,-0.18,0.05
16.71686,0.18,-0.5,-0.01
16.719099,0.21,-0.83,-0.06
16.72113,0.23,-1.15,-0.12
16.723578,0.27,-1.45,-0.17
16.726164,0.3,-1.75,-0.22
16.729679,0.34,-2.02,-0.27
16.732149,0.37,-2.29,-0.32
16.734636,0.41,-2.54,-0.36
16.738925,0.44,-2.78,-0.4
16.739153,0.48,-2.99,-0.45
16.741319,0.51,-3.18,-0.49
16.743945,0.55,-3.34,-0.53
16.751775,0.56,-3.46,-0.57
16.752226,0.58,-3.54,-0.61
16.75253,0.58,-3.59,-0.65
16.755184,0.58,-3.61,-0.68
16.757755,0.56,-3.61,-0.72
16.759176,0.54,-3.58,-0.74
16.761566,0.52,-3.53,-0.76
16.79158,0.48,-3.44,-0.77
16.792158,0.44,-3.34,-0.78
16.792299,0.39,-3.2,-0.78
16.792405,0.34,-3.04,-0.77
16.792518,0.28,-2.84,-0.75
16.79262,0.21,-2.62,-0.72
16.792726,0.15,-2.39,-0.69
16.792829,0.08,-2.14,-0.66
16.792944,0.01,-1.87,-0.61
16.793049,-0.05,-1.57,-0.55
16.793152,-0.12,-1.24,-0.5
16.793258,-0.18,-0.9,-0.43
16.795315,-0.23,-0.55,-0.37
16.797988,-0.26,-0.2,-0.3
16.799751,-0.3,0.14,-0.22
16.802059,-0.33,0.47,-0.14
16.804494,-0.36,0.76,-0.06
16.807891,-0.38,1.02,0.02
16.810315,-0.4,1.27,0.1
16.813073,-0.41,1.49,0.17
16.815421,-0.42,1.7,0.24
16.817853,-0.42,1.89,0.3
16.819904,-0.42,2.07,0.36
16.822195,-0.41,2.23,0.42
16.824715,-0.39,2.38,0.47
16.828298,-0.38,2.5,0.52
16.830644,-0.36,2.59,0.56
16.833251,-0.35,2.63,0.58
16.835771,-0.32,2.63,0.61
16.838317,-0.3,2.6,0.62
16.83999,-0.26,2.52,0.61
16.842535,-0.22,2.39,0.59
16.850108,-0.17,2.2,0.55
16.850568,-0.11,1.98,0.5
16.851082,-0.06,1.74,0.45
16.853602,0,1.46,0.38
16.856075,0.06,1.16,0.3
16.858611,0.12,0.84,0.22
16.860205,0.19,0.49,0.14
16.890334,0.25,0.13,0.06
16.891121,0.31,-0.24,-0.04
16.891291,0.36,-0.58,-0.12
16.891475,0.41,-0.91,-0.19
16.891614,0.46,-1.22,-0.27
16.891731,0.5,-1.49,-0.34
16.891843,0.54,-1.76,-0.4
16.891951,0.57,-2,-0.45
16.892645,0.6,-2.23,-0.48
16.892773,0.62,-2.43,-0.52
16.892893,0.64,-2.61,-0.54
16.893009,0.65,-2.76,-0.56
16.895178,0.66,-2.87,-0.58
16.896858,0.67,-2.94,-0.58
16.898611,0.66,-2.96,-0.59
16.900721,0.66,-2.94,-0.58
16.903208,0.64,-2.87,-0.57
16.906517,0.61,-2.75,-0.56
16.909228,0.57,-2.6,-0.54
16.911674,0.52,-2.41,-0.51
16.914318,0.47,-2.19,-0.48
16.916741,0.41,-1.94,-0.44
16.919079,0.33,-1.68,-0.4
16.921039,0.26,-1.39,-0.36
16.923527,0.18,-1.09,-0.31
16.926001,0.1,-0.77,-0.26
16.92951,0.02,-0.44,-0.21
16.931884,-0.05,-0.11,-0.15
16.934572,-0.12,0.24,-0.09
16.936931,-0.19,0.57,-0.04
16.939275,-0.25,0.87,0.03
16.94119,-0.31,1.15,0.09
16.947756,-0.36,1.4,0.15
16.948339,-0.39,1.62,0.21
16.949714,-0.42,1.82,0.26
16.952283,-0.43,2,0.31
16.954882,-0.44,2.16,0.36
16.957656,-0.44,2.32,0.41
16.959043,-0.44,2.45,0.46
16.990032,-0.44,2.56,0.5
16.990715,-0.43,2.65,0.54
16.990892,-0.42,2.71,0.58
16.991032,-0.41,2.77,0.61
16.991153,-0.4,2.8,0.64
16.991274,-0.39,2.82,0.66
16.991387,-0.37,2.83,0.67
16.991557,-0.36,2.82,0.68
16.991668,-0.34,2.8,0.69
16.991778,-0.32,2.78,0.68
16.991894,-0.3,2.75,0.69
16.992004,-0.28,2.72,0.68
16.994581,-0.26,2.67,0.68
16.995307,-0.25,2.63,0.67
16.997759,-0.24,2.57,0.66
16.999508,-0.24,2.5,0.65
17.001841,-0.24,2.43,0.63
17.004366,-0.25,2.33,0.61
17.007907,-0.26,2.22,0.59
17.010428,-0.28,2.09,0.57
17.012956,-0.3,1.94,0.55
17.015499,-0.33,1.79,0.52
17.017961,-0.35,1.63,0.49
17.019763,-0.37,1.45,0.45
17.0222,-0.39,1.25,0.42
17.02465,-0.41,1.04,0.37
17.027442,-0.42,0.79,0.32
17.030625,-0.42,0.53,0.27
17.033236,-0.4,0.24,0.22
17.035747,-0.38,-0.06,0.16
17.038141,-0.35,-0.37,0.11
17.039846,-0.31,-0.69,0.05
17.045913,-0.25,-1,-0.01
17.046277,-0.19,-1.31,-0.06
17.048046,-0.11,-1.62,-0.12
17.050892,-0.03,-1.92,-0.17
17.053525,0.06,-2.21,-0.23
17.056026,0.15,-2.5,-0.28
17.087591,0.25,-2.77,-0.34
17.088294,0.35,-3.02,-0.4
17.088447,0.45,-3.25,-0.45
17.088574,0.54,-3.44,-0.5
17.088695,0.63,-3.6,-0.56
17.08881,0.7,-3.71,-0.61
17.088929,0.76,-3.81,-0.65
17.089059,0.8,-3.86,-0.69
17.089173,0.83,-3.88,-0.72
17.089285,0.83,-3.88,-0.75
17.08939,0.82,-3.84,-0.77
17.089501,0.8,-3.77,-0.78
17.089611,0.76,-3.65,-0.79
17.092005,0.7,-3.49,-0.78
17.092901,0.64,-3.29,-0.76
17.095661,0.56,-3.05,-0.74
17.098269,0.48,-2.78,-0.7
17.100535,0.39,-2.46,-0.66
17.103108,0.3,-2.13,-0.61
17.105697,0.2,-1.77,-0.55
17.109021,0.11,-1.39,-0.48
17.111578,0.01,-0.98,-0.41
17.114009,-0.09,-0.57,-0.33
17.116602,-0.18,-0.14,-0.25
17.119048,-0.28,0.29,-0.16
17.120787,-0.38,0.71,-0.07
17.123892,-0.47,1.12,0.02
17.125908,-0.56,1.5,0.12
17.129258,-0.64,1.86,0.21
17.131801,-0.72,2.19,0.3
17.134335,-0.78,2.51,0.38
17.137413,-0.83,2.8,0.46
17.139006,-0.87,3.08,0.53
17.141104,-0.91,3.32,0.6
17.143633,-0.94,3.53,0.66
17.14661,-0.95,3.71,0.72
17.149689,-0.96,3.85,0.76
17.152238,-0.96,3.95,0.8
17.154617,-0.95,4.01,0.84
17.160159,-0.93,4.04,0.86
17.160524,-0.9,4.03,0.88
17.16149,-0.86,3.98,0.88
17.163955,-0.81,3.9,0.87
17.166442,-0.76,3.79,0.86
17.169661,-0.7,3.66,0.83
17.205222,-0.64,3.51,0.8
17.206248,-0.58,3.34,0.77
17.206414,-0.53,3.15,0.73
17.206563,-0.49,2.93,0.68
17.206692,-0.46,2.67,0.63
17.206814,-0.43,2.38,0.58
17.206937,-0.39,2.06,0.51
17.207055,-0.37,1.71,0.45
17.207167,-0.33,1.34,0.37
17.207292,-0.27,0.95,0.29
17.207397,-0.21,0.54,0.21
17.207499,-0.14,0.12,0.13
17.207605,-0.05,-0.31,0.05
17.207719,0.04,-0.73,-0.03
17.207818,0.13,-1.14,-0.11
17.21014,0.24,-1.54,-0.18
17.212633,0.34,-1.92,-0.25
17.215178,0.45,-2.28,-0.31
17.217876,0.55,-2.62,-0.37
17.219594,0.64,-2.96,-0.43
17.222312,0.74,-3.27,-0.48
17.224526,0.83,-3.54,-0.52
17.227103,0.92,-3.79,-0.57
17.230461,1,-3.99,-0.61
17.232923,1.07,-4.15,-0.64
17.235551,1.13,-4.26,-0.67
17.23869,1.17,-4.34,-0.69
17.239745,1.21,-4.38,-0.71
17.242275,1.23,-4.38,-0.72
17.244804,1.22,-4.35,-0.73
17.247533,1.22,-4.28,-0.72
17.250793,1.19,-4.18,-0.72
17.25321,1.15,-4.05,-0.71
17.255876,1.09,-3.89,-0.68
17.258466,1.02,-3.71,-0.66
17.260021,0.93,-3.51,-0.63
17.262662,0.82,-3.26,-0.6
17.26509,0.7,-2.98,-0.56
17.268692,0.57,-2.64,-0.51
17.275721,0.43,-2.25,-0.47
17.276265,0.28,-1.82,-0.41
17.276474,0.13,-1.36,-0.35
17.279117,-0.01,-0.88,-0.29
17.280168,-0.16,-0.39,-0.22
17.282741,-0.29,0.09,-0.14
17.285274,-0.43,0.57,-0.07
17.315282,-0.57,1.02,0.02
17.316314,-0.69,1.45,0.09
17.316445,-0.81,1.85,0.17
17.316542,-0.91,2.23,0.23
17.316636,-1,2.59,0.3
17.316733,-1.06,2.92,0.37
17.316829,-1.12,3.21,0.43
17.316916,-1.15,3.48,0.5
17.317005,-1.18,3.72,0.56
17.317094,-1.2,3.93,0.62
17.317187,-1.21,4.1,0.67
17.317273,-1.2,4.22,0.72
17.318943,-1.18,4.3,0.76
17.320626,-1.14,4.33,0.79
17.323179,-1.09,4.33,0.81
17.325842,-1.04,4.28,0.83
17.328907,-0.96,4.21,0.83
17.3317,-0.89,4.1,0.83
17.334066,-0.81,3.95,0.82
17.336594,-0.73,3.78,0.8
17.338934,-0.66,3.58,0.79
17.340815,-0.6,3.36,0.76
17.343407,-0.54,3.13,0.74
17.345952,-0.5,2.86,0.7
17.349381,-0.46,2.57,0.66
17.355802,-0.44,2.24,0.61
17.356178,-0.43,1.88,0.56
17.356939,-0.41,1.49,0.49
17.359241,-0.39,1.08,0.42
17.361183,-0.36,0.64,0.35
17.363767,-0.32,0.2,0.28
17.366311,-0.26,-0.27,0.2
17.403938,-0.18,-0.74,0.13
17.405171,-0.1,-1.19,0.04
17.405395,0,-1.64,-0.04
17.405543,0.12,-2.07,-0.12
17.405668,0.24,-2.49,-0.2
17.405798,0.37,-2.9,-0.27
17.405915,0.51,-3.28,-0.35
17.406036,0.64,-3.63,-0.41
17.40643,0.76,-3.94,-0.49
17.406551,0.88,-4.21,-0.55
17.406658,1,-4.44,-0.61
17.406769,1.1,-4.63,-0.68
17.407024,1.18,-4.76,-0.73
17.407133,1.25,-4.83,-0.78
17.407296,1.3,-4.86,-0.82
17.407401,1.33,-4.85,-0.86
17.410064,1.35,-4.81,-0.88
17.412425,1.34,-4.73,-0.89
17.415112,1.32,-4.61,-0.9
17.418693,1.28,-4.46,-0.89
17.419558,1.21,-4.28,-0.87
17.421947,1.13,-4.06,-0.84
17.424485,1.03,-3.79,-0.81
17.427235,0.92,-3.49,-0.77
17.430211,0.79,-3.15,-0.72
17.4327,0.66,-2.75,-0.66
17.435374,0.52,-2.31,-0.6
17.438005,0.38,-1.83,-0.53
17.439942,0.23,-1.33,-0.45
17.442129,0.09,-0.8,-0.37
17.444646,-0.06,-0.27,-0.28
17.447681,-0.2,0.26,-0.19
17.455421,-0.34,0.76,-0.1
17.455871,-0.46,1.22,0
17.456083,-0.57,1.64,0.09
17.458562,-0.66,2.03,0.18
17.459907,-0.75,2.4,0.27
17.462426,-0.81,2.75,0.35
17.46502,-0.86,3.07,0.43
17.496442,-0.9,3.36,0.51
17.497407,-0.92,3.62,0.58
17.497568,-0.94,3.84,0.65
17.497689,-0.94,4.03,0.72
17.497789,-0.94,4.18,0.78
17.498221,-0.92,4.29,0.83
17.498322,-0.9,4.36,0.87
17.498473,-0.87,4.39,0.9
17.498567,-0.83,4.38,0.92
17.498701,-0.78,4.32,0.94
17.498795,-0.73,4.23,0.93
17.498879,-0.68,4.11,0.92
17.499134,-0.62,3.96,0.89
17.500372,-0.57,3.76,0.86
17.502844,-0.51,3.52,0.82
17.50539,-0.47,3.25,0.78
17.508658,-0.43,2.94,0.73
17.511199,-0.4,2.61,0.66
17.51368,-0.37,2.27,0.59
17.516438,-0.35,1.91,0.52
17.518745,-0.32,1.54,0.45
17.520517,-0.29,1.14,0.36
17.523053,-0.24,0.73,0.29
17.5257,-0.19,0.32,0.2
17.528908,-0.13,-0.1,0.11
17.531491,-0.06,-0.53,0.03
17.534027,0.01,-0.94,-0.04
17.536736,0.09,-1.35,-0.1
17.539326,0.18,-1.74,-0.17
17.54097,0.27,-2.1,-0.23
17.54342,0.36,-2.45,-0.29
17.546904,0.45,-2.77,-0.34
17.553061,0.53,-3.07,-0.39
17.553463,0.62,-3.33,-0.43
17.554411,0.7,-3.57,-0.48
17.556889,0.78,-3.76,-0.52
17.559025,0.85,-3.92,-0.55
17.56099,0.92,-4.04,-0.58
17.563559,0.97,-4.1,-0.61
17.592864,1.02,-4.13,-0.63
17.593521,1.05,-4.12,-0.65
17.593654,1.06,-4.07,-0.66
17.59376,1.05,-3.99,-0.67
17.593861,1.03,-3.87,-0.67
17.593951,1,-3.73,-0.66
17.594058,0.95,-3.57,-0.65
17.594154,0.88,-3.37,-0.64
17.594249,0.8,-3.14,-0.61
17.594339,0.7,-2.88,-0.58
17.594428,0.59,-2.59,-0.55
17.594718,0.48,-2.25,-0.51
17.597334,0.36,-1.88,-0.47
17.599077,0.24,-1.5,-0.42
17.601446,0.13,-1.08,-0.37
17.60403,0.02,-0.65,-0.31
17.606608,-0.09,-0.22,-0.25
17.609873,-0.19,0.21,-0.17
17.612352,-0.29,0.62,-0.1
17.614865,-0.39,1.02,-0.03
17.617491,-0.48,1.39,0.05
17.619351,-0.57,1.74,0.12
17.621902,-0.64,2.08,0.2
17.624238,-0.7,2.42,0.28
17.626743,-0.75,2.74,0.35
17.629671,-0.78,3.03,0.43
17.632647,-0.82,3.3,0.49
17.635221,-0.84,3.54,0.55
17.637745,-0.85,3.75,0.62
17.63964,-0.86,3.92,0.68
17.64215,-0.87,4.07,0.73
17.644568,-0.86,4.18,0.78
17.651337,-0.85,4.25,0.81
17.651803,-0.82,4.29,0.84
17.652959,-0.79,4.29,0.85
17.655655,-0.75,4.26,0.86
17.658008,-0.71,4.2,0.86
17.66022,-0.67,4.12,0.85
17.662198,-0.62,4.02,0.84
17.699566,-0.58,3.91,0.83
17.700022,-0.53,3.77,0.81
17.700157,-0.49,3.61,0.79
17.700263,-0.45,3.43,0.76
17.700361,-0.42,3.24,0.73
17.700466,-0.4,3.02,0.7
17.700562,-0.37,2.8,0.66
17.700659,-0.35,2.55,0.62
17.700753,-0.33,2.28,0.57
17.700846,-0.31,1.98,0.52
17.700947,-0.28,1.67,0.46
17.70104,-0.25,1.32,0.4
17.701134,-0.2,0.93,0.33
17.701232,-0.15,0.53,0.26
17.701332,-0.08,0.1,0.17
17.702812,0.01,-0.33,0.09
17.705332,0.1,-0.76,0
17.708494,0.21,-1.18,-0.08
17.711031,0.33,-1.59,-0.17
17.713555,0.45,-1.98,-0.24
17.71624,0.57,-2.35,-0.32
17.718718,0.69,-2.71,-0.39
17.720479,0.81,-3.06,-0.46
17.722986,0.92,-3.38,-0.52
17.725678,1.03,-3.66,-0.58
17.728041,1.12,-3.91,-0.64
17.731331,1.21,-4.12,-0.69
17.733778,1.28,-4.28,-0.73
17.736428,1.33,-4.42,-0.77
17.738909,1.37,-4.5,-0.81
17.740701,1.39,-4.56,-0.83
17.743304,1.39,-4.57,-0.85
17.748567,1.39,-4.55,-0.86
17.749122,1.35,-4.5,-0.87
17.751591,1.3,-4.42,-0.86
17.75419,1.24,-4.31,-0.85
17.756859,1.16,-4.16,-0.84
17.758871,1.07,-3.97,-0.81
17.760873,0.97,-3.74,-0.79
17.791583,0.85,-3.48,-0.76
17.792266,0.73,-3.18,-0.73
17.792409,0.6,-2.84,-0.69
17.792522,0.48,-2.47,-0.64
17.792634,0.35,-2.07,-0.58
17.792745,0.22,-1.62,-0.52
17.792854,0.08,-1.16,-0.46
17.792963,-0.05,-0.69,-0.39
17.793064,-0.19,-0.22,-0.32
17.793174,-0.31,0.24,-0.24
17.793274,-0.44,0.69,-0.16
17.793375,-0.55,1.13,-0.07
17.795668,-0.66,1.54,0.01
17.797121,-0.76,1.94,0.09
17.798931,-0.84,2.32,0.17
17.801414,-0.91,2.68,0.25
17.803916,-0.97,3,0.33
17.806634,-1.03,3.31,0.42
17.809704,-1.07,3.6,0.5
17.812204,-1.11,3.84,0.57
17.814813,-1.14,4.04,0.64
17.81729,-1.16,4.19,0.71
17.819241,-1.17,4.29,0.76
17.821606,-1.17,4.36,0.81
17.824108,-1.17,4.39,0.85
17.827385,-1.16,4.37,0.88
17.829975,-1.13,4.33,0.91
17.832571,-1.08,4.25,0.93
17.835265,-1.03,4.15,0.94
17.837632,-0.98,4.03,0.94
17.839511,-0.91,3.88,0.94
17.841825,-0.84,3.72,0.92
17.844506,-0.77,3.53,0.91
17.847221,-0.7,3.32,0.88
17.850438,-0.63,3.09,0.85
17.852856,-0.56,2.84,0.81
17.855419,-0.48,2.59,0.77
17.857995,-0.41,2.32,0.71
17.865087,-0.33,2.02,0.66
17.865566,-0.25,1.71,0.59
17.865774,-0.16,1.37,0.52
17.867164,-0.07,1.01,0.44
17.870195,0.03,0.64,0.35
17.872175,0.14,0.25,0.26
17.875105,0.25,-0.14,0.17
17.910517,0.36,-0.53,0.07
17.911138,0.48,-0.91,-0.02
17.911299,0.6,-1.26,-0.12
17.911464,0.72,-1.6,-0.21
