time,gFx,gFy,gFz,TgF
7.585527006,1.0570,0.5955,-0.0643,1.215
7.588057423,1.0374,0.5556,-0.0741,1.179
7.590875288,1.0134,0.5192,-0.0775,1.141
7.593205757,0.9856,0.4939,-0.0810,1.105
7.595832267,0.9650,0.4575,-0.0805,1.071
7.598317164,0.9377,0.4307,-0.0800,1.035
7.601117945,0.9103,0.4030,-0.0844,0.999
7.604166591,0.8795,0.3816,-0.0873,0.963
7.606506852,0.8536,0.3641,-0.0970,0.933
7.609047633,0.8276,0.3486,-0.1014,0.904
7.611518259,0.8051,0.3296,-0.1049,0.876
7.614021123,0.7836,0.3242,-0.1132,0.856
7.615931124,0.7655,0.3155,-0.1254,0.837
7.618532322,0.7474,0.3140,-0.1254,0.820
7.621309093,0.7308,0.3058,-0.1297,0.803
7.624276854,0.7210,0.3053,-0.1297,0.794
7.626072062,0.7152,0.3043,-0.1312,0.788
7.628630135,0.7039,0.3024,-0.1239,0.776
7.632106906,0.6971,0.3019,-0.1239,0.770
7.633698886,0.6912,0.2971,-0.1127,0.761
7.63848873,0.6893,0.2971,-0.1117,0.759
7.638852532,0.6888,0.3029,-0.1171,0.761
7.641594407,0.6863,0.3068,-0.1073,0.759
7.64460222,0.6971,0.3106,-0.0975,0.769
7.647021179,0.7088,0.3170,-0.0951,0.782
7.64944795,0.7161,0.3209,-0.0849,0.789
7.651975554,0.7176,0.3252,-0.0741,0.791
7.654564617,0.7186,0.3311,-0.0702,0.794
7.656438836,0.7240,0.3364,-0.0722,0.802
7.659028159,0.7269,0.3384,-0.0663,0.805
7.661928055,0.7328,0.3530,-0.0541,0.815
7.664734514,0.7328,0.3612,-0.0419,0.818
7.666542483,0.7372,0.3627,-0.0556,0.823
7.669462066,0.7763,0.3787,-0.1063,0.870
7.671906338,0.7875,0.3962,-0.0277,0.882
7.674834723,0.7650,0.3976,0.0532,0.864
7.676623838,0.7733,0.4055,0.0161,0.873
7.679305609,0.7821,0.4147,0.0010,0.885
7.682054047,0.7900,0.4287,-0.0112,0.899
7.684911391,0.8300,0.4570,-0.0839,0.951
7.687471027,0.8359,0.4759,0.0191,0.962
7.689973162,0.8247,0.4847,0.0928,0.961
7.692527746,0.8315,0.4993,0.0459,0.971
7.694501496,0.8418,0.5211,0.0293,0.991
7.696863007,0.8443,0.5444,0.0210,1.005
7.699574465,0.8565,0.5702,0.0337,1.030
7.70211733,0.8829,0.6042,0.0390,1.071
7.704602903,0.9108,0.6421,0.0454,1.115
7.707313529,0.9367,0.6742,0.0557,1.155
7.709556081,0.9685,0.7039,0.0625,1.199
7.712249102,0.9993,0.7311,0.0566,1.239
7.714760508,1.0287,0.7540,0.0566,1.277
7.717302227,1.0516,0.7705,0.0659,1.305
7.719729571,1.0697,0.7885,0.0708,1.331
7.722709728,1.0971,0.7953,0.0654,1.357
7.725390874,1.1201,0.8006,0.0645,1.378
7.727842333,1.1313,0.8045,0.0552,1.389
7.73073801,1.1440,0.8030,0.0459,1.398
7.732906031,1.1572,0.7996,0.0430,1.407
7.734950094,1.1592,0.7909,0.0284,1.404
7.737398479,1.1577,0.7802,0.0098,1.396
7.740040355,1.1509,0.7540,-0.0166,1.376
7.742695355,1.1426,0.7292,-0.0365,1.356
7.745192907,1.1303,0.6932,-0.0512,1.327
7.747501241,1.1078,0.6602,-0.0692,1.291
7.750014314,1.0893,0.6271,-0.0766,1.259
7.752772439,1.0673,0.5906,-0.0790,1.222
7.755379367,1.0345,0.5551,-0.0834,1.177
7.757657544,1.0027,0.5148,-0.0829,1.130
7.760244836,0.9675,0.4745,-0.0819,1.081
7.762809367,0.9352,0.4458,-0.0868,1.040
7.765901086,0.9020,0.4190,-0.0878,0.998
7.768950566,0.8648,0.3913,-0.0922,0.954
7.771175774,0.8315,0.3656,-0.1044,0.914
7.773995671,0.8066,0.3466,-0.1054,0.884
7.775401556,0.7777,0.3320,-0.1102,0.853
7.777972077,0.7499,0.3184,-0.1156,0.823
7.781060932,0.7298,0.3097,-0.1215,0.802
7.782825203,0.7137,0.3019,-0.1171,0.784
7.785573953,0.7029,0.2995,-0.1156,0.773
7.788026766,0.6893,0.2946,-0.1142,0.758
7.790477443,0.6858,0.2873,-0.1176,0.753
7.793060516,0.6829,0.2892,-0.1122,0.750
7.795680673,0.6756,0.2868,-0.1171,0.743
7.798039475,0.6702,0.2864,-0.1176,0.738
7.801036402,0.6697,0.2927,-0.1161,0.740
7.803933486,0.6697,0.2907,-0.1200,0.740
7.806444945,0.6692,0.2951,-0.1098,0.740
7.808826091,0.6638,0.2990,-0.0990,0.735
7.811325049,0.6629,0.2961,-0.1014,0.733
7.813975987,0.6658,0.2999,-0.0975,0.737
7.816425571,0.6702,0.3063,-0.0980,0.743
7.818359321,0.6741,0.3170,-0.0961,0.751
7.821160363,0.6878,0.3223,-0.0727,0.763
7.824081405,0.6922,0.3247,-0.0624,0.767
7.825931197,0.6961,0.3291,-0.0581,0.772
7.828812134,0.6927,0.3301,-0.0483,0.769
7.83131552,0.6858,0.3374,-0.0292,0.765
7.834122604,0.6805,0.3437,-0.0249,0.763
7.836113021,0.6829,0.3525,-0.0107,0.769
7.838648125,0.6912,0.3534,-0.0063,0.776
7.841475261,0.7005,0.3593,0.0005,0.787
7.844463386,0.7059,0.3675,-0.0087,0.796
7.846876407,0.7191,0.3782,-0.0302,0.813
7.849335053,0.7768,0.4035,-0.1205,0.884
7.851949741,0.7772,0.4162,0.0395,0.883
7.854468179,0.7689,0.4152,0.0766,0.877
7.856314116,0.7885,0.4283,0.0122,0.897
7.858821981,0.7983,0.4380,0.0088,0.911
7.862672815,0.8051,0.4555,0.0049,0.925
7.864374794,0.8281,0.4764,0.0064,0.955
7.866535888,0.8888,0.5109,-0.0629,1.027
7.869055003,0.9259,0.5547,-0.0414,1.080
7.872175732,1.0041,0.5775,-0.2615,1.188
7.87468266,1.0105,0.6184,-0.0888,1.188
7.876547191,0.9885,0.6402,0.1552,1.188
7.879156306,0.9714,0.6592,0.3197,1.217
7.883425629,1.0046,0.6859,0.1806,1.230
7.884848598,1.0389,0.7160,0.0313,1.262
7.887562088,1.0526,0.7418,0.0117,1.288
7.889902505,1.0751,0.7675,0.0337,1.321
7.892474901,1.0951,0.7899,0.0601,1.352
7.894373078,1.1191,0.8055,0.0713,1.381
7.896740787,1.1460,0.8162,0.0576,1.408
7.899264225,1.1577,0.8196,0.0405,1.419
7.902114954,1.1670,0.8176,0.0288,1.425
7.905022611,1.1714,0.8084,0.0083,1.423
7.906987246,1.1694,0.7943,-0.0122,1.414
7.909573445,1.1631,0.7758,-0.0424,1.399
7.912102299,1.1543,0.7530,-0.0609,1.380
7.914683341,1.1416,0.7257,-0.0771,1.355
7.917036622,1.1215,0.6922,-0.0873,1.321
7.919730164,1.1059,0.6563,-0.1010,1.290
7.922734904,1.0883,0.6242,-0.1024,1.259
7.925194123,1.0624,0.5931,-0.1005,1.221
7.928313082,1.0340,0.5571,-0.1117,1.180
7.930786467,1.0066,0.5133,-0.1142,1.136
7.932889228,0.9768,0.4759,-0.1127,1.092
7.93492777,0.9450,0.4473,-0.1146,1.052
7.937318708,0.9132,0.4162,-0.1200,1.011
7.939790791,0.8736,0.3938,-0.1230,0.966
7.942703292,0.8452,0.3704,-0.1317,0.932
7.94503324,0.8154,0.3471,-0.1302,0.896
7.947446209,0.7895,0.3272,-0.1385,0.866
7.949914751,0.7675,0.3238,-0.1346,0.844
7.952320845,0.7445,0.3131,-0.1312,0.818
7.955104647,0.7303,0.3058,-0.1312,0.803
7.957522408,0.7176,0.3053,-0.1297,0.791
7.960067825,0.7039,0.3024,-0.1351,0.778
7.963380169,0.6888,0.2985,-0.1302,0.762
7.965755221,0.6814,0.2966,-0.1253,0.754
7.968383711,0.6756,0.2980,-0.1268,0.749
7.970912982,0.6677,0.3019,-0.1273,0.744
7.973281472,0.6707,0.3097,-0.1156,0.748
7.975347514,0.6717,0.3121,-0.1098,0.749
7.977725483,0.6736,0.3165,-0.1024,0.751
7.980318504,0.6717,0.3140,-0.0936,0.747
7.983370119,0.6667,0.3150,-0.0873,0.743
7.985501004,0.6662,0.3180,-0.0878,0.743
7.987926109,0.6657,0.3131,-0.0810,0.740
7.990378453,0.6673,0.3121,-0.0643,0.739
7.992983453,0.6702,0.3145,-0.0497,0.742
7.997857047,0.6707,0.3160,-0.0468,0.743
7.998131318,0.6785,0.3218,-0.0375,0.752
8.001049235,0.6868,0.3291,-0.0297,0.762
8.004056058,0.6936,0.3384,-0.0336,0.773
8.006337725,0.7044,0.3408,-0.0375,0.783
8.008783975,0.7254,0.3578,-0.0395,0.810
8.011227517,0.7386,0.3670,-0.0210,0.825
8.013749549,0.7484,0.3709,-0.0258,0.836
8.015686007,0.7616,0.3846,-0.0263,0.854
8.01823132,0.7758,0.3938,-0.0131,0.870
8.021191424,0.7978,0.4025,-0.0170,0.894
8.024048039,0.8178,0.4224,-0.0239,0.921
8.026094342,0.8638,0.4501,-0.0810,0.977
8.028779967,0.8849,0.4774,0.0030,1.005
8.032515176,0.8800,0.4998,0.0654,1.014
8.033517311,0.8922,0.5245,0.0264,1.035
8.035939499,0.9093,0.5469,0.0064,1.061
8.038462676,0.9293,0.5765,0.0035,1.094
8.041300801,0.9494,0.6169,0.0122,1.132
8.044233093,0.9729,0.6456,0.0249,1.168
8.046818458,0.9997,0.6713,0.0405,1.205
8.049321636,1.0301,0.6990,0.0415,1.246
8.05177825,1.0521,0.7189,0.0420,1.275
8.054248876,1.0707,0.7354,0.0532,1.300
8.05616747,1.0927,0.7491,0.0527,1.326
8.058771741,1.0986,0.7578,0.0444,1.335
8.06145872,1.1088,0.7642,0.0430,1.347
8.064586845,1.1225,0.7690,0.0367,1.361
8.066415804,1.1269,0.7724,0.0244,1.366
8.068958825,1.1289,0.7685,0.0205,1.366
8.071508461,1.1269,0.7578,0.0147,1.358
8.074664294,1.1245,0.7442,-0.0019,1.348
8.076421117,1.1166,0.7296,-0.0239,1.334
8.078971118,1.1093,0.6990,-0.0483,1.312
8.082042055,1.0917,0.6747,-0.0599,1.285
8.084879191,1.0756,0.6456,-0.0614,1.256
8.087231327,1.0575,0.6115,-0.0683,1.223
8.089733046,1.0355,0.5794,-0.0780,1.189
8.092254088,1.0125,0.5449,-0.0731,1.152
8.094880234,0.9777,0.5051,-0.0839,1.104
8.096721953,0.9465,0.4715,-0.0878,1.061
8.099292057,0.9205,0.4394,-0.0888,1.024
8.102037891,0.8907,0.4127,-0.0956,0.986
8.105024402,0.8604,0.3899,-0.1005,0.950
8.106772839,0.8305,0.3729,-0.1068,0.917
8.109357631,0.8080,0.3558,-0.1176,0.891
8.112095496,0.7875,0.3413,-0.1146,0.866
8.114658934,0.7640,0.3369,-0.1210,0.844
8.116961278,0.7416,0.3311,-0.1215,0.821
8.119474507,0.7328,0.3184,-0.1258,0.809
8.122651643,0.7166,0.3155,-0.1263,0.793
8.125277164,0.7088,0.3106,-0.1292,0.785
8.12770831,0.6985,0.3048,-0.1220,0.772
8.130305758,0.6819,0.3092,-0.1205,0.758
8.132755758,0.6814,0.3082,-0.1156,0.757
8.134869144,0.6780,0.3043,-0.1186,0.753
8.13712529,0.6726,0.3053,-0.1215,0.749
8.139662999,0.6726,0.3029,-0.1166,0.747
8.144829822,0.6701,0.3043,-0.1127,0.745
8.145142426,0.6638,0.3038,-0.1127,0.739
8.14749852,0.6638,0.3029,-0.0970,0.736
8.149916958,0.6687,0.3029,-0.0917,0.740
8.152317062,0.6829,0.3145,-0.0805,0.756
8.154983365,0.7010,0.3296,-0.0727,0.778
8.157431803,0.7034,0.3393,-0.0829,0.785
8.159964563,0.7044,0.3403,-0.0692,0.785
8.162654876,0.7020,0.3505,-0.0634,0.787
8.165798418,0.7073,0.3525,-0.0556,0.792
8.168100606,0.7093,0.3583,-0.0493,0.796
8.170985293,0.7152,0.3675,-0.0429,0.805
8.173440658,0.7279,0.3782,-0.0414,0.821
8.175128992,0.7445,0.3884,-0.0302,0.840
8.177635398,0.7567,0.4035,-0.0210,0.858
8.180237065,0.7797,0.4215,-0.0170,0.886
8.182671493,0.7988,0.4463,-0.0161,0.915
8.185564878,0.8208,0.4580,-0.0175,0.940
8.187746181,0.8379,0.4856,-0.0102,0.968
8.1903104,0.8604,0.5104,-0.0058,1.000
8.192843994,0.8834,0.5357,0.0010,1.033
8.195553473,0.9117,0.5629,0.0103,1.072
8.197949307,0.9401,0.5979,0.0181,1.114
8.200608786,0.9641,0.6266,0.0254,1.150
8.202909255,0.9880,0.6528,0.0328,1.185
8.205545141,1.0129,0.6767,0.0434,1.219
8.208429724,1.0261,0.6864,0.0381,1.235
8.211302902,1.0458,0.7068,0.0444,1.263
8.213784412,1.0634,0.7209,0.0444,1.285
8.215603527,1.0731,0.7296,0.0464,1.299
8.218121809,1.0829,0.7369,0.0518,1.311
8.221075767,1.0922,0.7418,0.0493,1.321
8.22379358,1.1005,0.7340,0.0493,1.324
8.225840507,1.1034,0.7369,0.0328,1.327
8.228311653,1.1074,0.7296,0.0152,1.326
8.231240664,1.1009,0.7194,0.0025,1.315
8.234401133,1.0946,0.7078,-0.0014,1.303
8.235881967,1.0863,0.6874,-0.0146,1.286
8.238383425,1.0721,0.6669,-0.0370,1.263
8.241219519,1.0599,0.6456,-0.0473,1.242
8.24415754,1.0467,0.6149,-0.0531,1.215
8.246764832,1.0305,0.5848,-0.0673,1.187
8.249241499,1.0090,0.5605,-0.0653,1.156
8.251665666,0.9875,0.5294,-0.0692,1.123
8.254199729,0.9597,0.5065,-0.0731,1.088
8.256170146,0.9362,0.4793,-0.0746,1.054
8.258607802,0.9092,0.4536,-0.0790,1.019
8.261353844,0.8824,0.4283,-0.0922,0.985
8.264337178,0.8579,0.4049,-0.0970,0.954
8.266233584,0.8340,0.3889,-0.1000,0.926
8.268675199,0.8115,0.3758,-0.1034,0.900
8.271560824,0.7904,0.3656,-0.1132,0.878
8.275676294,0.7748,0.3539,-0.1185,0.860
8.276399783,0.7616,0.3447,-0.1195,0.844
8.279130877,0.7469,0.3412,-0.1214,0.830
8.282114888,0.7391,0.3340,-0.1229,0.820
8.284892544,0.7342,0.3305,-0.1185,0.814
8.287380461,0.7239,0.3282,-0.1146,0.803
8.290412389,0.7234,0.3257,-0.1229,0.803
8.292202493,0.7283,0.3310,-0.1253,0.810
8.294774941,0.7234,0.3252,-0.1253,0.803
8.296574473,0.7229,0.3282,-0.1229,0.803
8.299136608,0.7180,0.3354,-0.1219,0.802
8.301972442,0.7161,0.3359,-0.1224,0.800
8.304815255,0.7185,0.3345,-0.1175,0.801
8.306759265,0.7195,0.3393,-0.1112,0.803
8.309219578,0.7146,0.3412,-0.1005,0.798
8.312040412,0.7200,0.3417,-0.0970,0.803
8.31444312,0.7205,0.3432,-0.0863,0.803
8.316783798,0.7244,0.3524,-0.0727,0.809
8.319327496,0.7395,0.3704,-0.0575,0.829
8.324488746,0.7439,0.3777,-0.0663,0.837
8.324760986,0.7474,0.3826,-0.0727,0.843
8.327702601,0.7479,0.3879,-0.0634,0.845
8.330145622,0.7547,0.3996,-0.0580,0.856
8.332689268,0.7719,0.4083,-0.0502,0.875
8.334680154,0.7802,0.4205,-0.0307,0.887
8.337077289,0.8022,0.4307,-0.0253,0.911
8.339579164,0.8227,0.4487,-0.0209,0.937
8.342341977,0.8344,0.4667,-0.0107,0.956
8.344872863,0.8525,0.4842,-0.0082,0.980
8.347316665,0.8740,0.5046,-0.0122,1.009
8.349781874,0.8872,0.5332,-0.0126,1.035
8.352578645,0.9092,0.5620,-0.0004,1.069
8.355509374,0.9352,0.5872,0.0113,1.104
8.357367604,0.9533,0.6154,0.0220,1.135
8.359847031,0.9719,0.6344,0.0279,1.161
8.362739531,0.9861,0.6523,0.0323,1.183
8.365517032,1.0017,0.6679,0.0386,1.205
8.368142396,1.0129,0.6781,0.0391,1.220
8.370649949,1.0281,0.6932,0.0435,1.241
8.37322547,1.0379,0.7019,0.0450,1.254
8.375123647,1.0447,0.7029,0.0518,1.260
8.377642866,1.0540,0.7029,0.0508,1.268
8.380118283,1.0560,0.6995,0.0406,1.267
8.382649742,1.0584,0.7000,0.0381,1.270
8.385286461,1.0613,0.6936,0.0235,1.268
8.388179169,1.0584,0.6772,0.0020,1.256
8.390181565,1.0525,0.6679,-0.0082,1.247
8.392863024,1.0525,0.6470,-0.0233,1.236
8.395445316,1.0442,0.6290,-0.0414,1.220
8.397753493,1.0349,0.6168,-0.0511,1.206
8.400363962,1.0232,0.5887,-0.0653,1.182
8.402805421,1.0071,0.5620,-0.0663,1.155
8.406151046,0.9949,0.5347,-0.0614,1.131
8.408623911,0.9797,0.5104,-0.0648,1.107
8.411145995,0.9587,0.4929,-0.0668,1.080
8.413692661,0.9308,0.4676,-0.0761,1.044
8.415563182,0.9048,0.4448,-0.0815,1.012
8.418027818,0.8833,0.4283,-0.0897,0.986
8.422771985,0.8633,0.4039,-0.1000,0.958
8.424125058,0.8379,0.3947,-0.1034,0.932
8.425890058,0.8217,0.3874,-0.1165,0.916
8.428387507,0.8056,0.3733,-0.1146,0.895
8.432448965,0.7919,0.3651,-0.1170,0.880
8.433231153,0.7797,0.3588,-0.1219,0.867
8.435828705,0.7664,0.3568,-0.1209,0.854
8.438271935,0.7552,0.3461,-0.1234,0.840
8.441140008,0.7459,0.3412,-0.1214,0.829
8.444042144,0.7400,0.3374,-0.1229,0.823
8.446522873,0.7312,0.3349,-0.1229,0.814
8.449132457,0.7239,0.3296,-0.1214,0.805
8.451635269,0.7200,0.3310,-0.1200,0.801
8.454184124,0.7078,0.3282,-0.1253,0.790
8.455990947,0.7053,0.3257,-0.1297,0.788
8.458555322,0.7019,0.3238,-0.1102,0.781
8.46129376,0.7014,0.3257,-0.1146,0.782
8.464307146,0.6892,0.3315,-0.1214,0.774
8.466086052,0.6955,0.3262,-0.1132,0.777
8.468701104,0.6999,0.3330,-0.1039,0.782
8.471481938,0.7048,0.3407,-0.0897,0.788
8.474888293,0.7219,0.3514,-0.0727,0.806
8.476328918,0.7376,0.3660,-0.0639,0.826
8.478773501,0.7425,0.3777,-0.0614,0.835
8.481519647,0.7474,0.3825,-0.0604,0.842
8.484454491,0.7527,0.3923,-0.0648,0.851
8.486981054,0.7567,0.4015,-0.0341,0.857
8.489729231,0.7659,0.4074,-0.0292,0.868
8.492109336,0.7831,0.4185,-0.0395,0.889
8.494624961,0.8022,0.4389,-0.0341,0.915
8.496451055,0.8203,0.4555,-0.0165,0.938
8.498997878,0.8340,0.4667,-0.0151,0.956
8.50202366,0.8486,0.4871,-0.0204,0.979
8.504780848,0.8638,0.5128,-0.0189,1.005
8.506613244,0.8765,0.5362,-0.0102,1.028
8.509245275,0.8985,0.5600,-0.0082,1.059
8.51197465,0.9215,0.5882,-0.0029,1.093
8.514981265,0.9440,0.6149,0.0118,1.127
8.516679026,0.9694,0.6397,0.0133,1.162
8.520636057,0.9880,0.6640,0.0118,1.190
8.522051631,1.0041,0.6815,0.0215,1.214
8.525079391,1.0164,0.6961,0.0230,1.232
8.527716944,1.0335,0.7083,0.0323,1.253
8.530097204,1.0452,0.7189,0.0381,1.269
8.532947361,1.0574,0.7277,0.0337,1.284
8.534514705,1.0662,0.7311,0.0328,1.293
8.536873715,1.0760,0.7282,0.0279,1.300
8.539515955,1.0887,0.7262,0.0196,1.309
8.542617622,1.0902,0.7238,0.0079,1.309
8.54465132,1.0858,0.7189,0.0015,1.302
8.547032727,1.0833,0.7083,-0.0141,1.294
8.549648508,1.0809,0.6844,-0.0390,1.280
8.552444029,1.0731,0.6684,-0.0449,1.265
8.554927519,1.0584,0.6441,-0.0511,1.240
8.557255332,1.0491,0.6232,-0.0668,1.222
8.559730124,1.0345,0.5887,-0.0756,1.193
8.562623458,1.0100,0.5590,-0.0800,1.157
8.565513822,0.9914,0.5352,-0.0805,1.130
8.568101427,0.9689,0.5065,-0.0834,1.097
8.570455906,0.9435,0.4847,-0.0834,1.064
8.572990073,0.9215,0.4603,-0.0931,1.034
8.575077938,0.8965,0.4355,-0.0985,1.002
8.577487521,0.8696,0.4127,-0.0995,0.968
8.57993773,0.8467,0.3991,-0.1068,0.942
8.582651064,0.8212,0.3825,-0.1068,0.912
8.585208876,0.8080,0.3700,-0.1132,0.896
8.587563877,0.7885,0.3636,-0.1185,0.876
8.590270387,0.7708,0.3519,-0.1239,0.856
8.592600127,0.7659,0.3451,-0.1273,0.850
8.595337784,0.7493,0.3384,-0.1346,0.833
8.597647263,0.7351,0.3325,-0.1302,0.817
8.600732159,0.7278,0.3272,-0.1248,0.808
8.602794764,0.7229,0.3213,-0.1219,0.800
8.606022941,0.7215,0.3213,-0.1248,0.800
8.608467993,0.7131,0.3189,-0.1219,0.791
8.611049764,0.7019,0.3140,-0.1209,0.778
8.61353216,0.6960,0.3131,-0.1141,0.772
8.615620859,0.6955,0.3136,-0.1014,0.770
8.618012838,0.6926,0.3184,-0.1088,0.770
8.620872578,0.6926,0.3189,-0.1234,0.772
8.623326068,0.6872,0.3208,-0.1175,0.767
8.625496641,0.6907,0.3213,-0.1063,0.769
8.628057214,0.6941,0.3228,-0.1034,0.772
8.631166016,0.6960,0.3257,-0.1054,0.776
8.635256329,0.6970,0.3272,-0.0931,0.776
8.637486277,0.6999,0.3286,-0.0863,0.778
8.638296382,0.7053,0.3398,-0.0683,0.786
8.641197892,0.7161,0.3495,-0.0634,0.799
8.643965705,0.7307,0.3636,-0.0482,0.818
8.646390289,0.7518,0.3923,-0.0385,0.849
8.64888482,0.7625,0.4083,-0.0273,0.865
8.651510341,0.7601,0.4137,-0.0312,0.866
8.654158258,0.7787,0.4292,-0.0878,0.893
8.655929561,0.8271,0.4662,-0.1239,0.957
8.658368832,0.7948,0.4676,0.0537,0.924
8.661292061,0.7821,0.4662,0.0254,0.911
8.664165447,0.8022,0.4735,-0.0321,0.932
8.666179041,0.8095,0.4871,-0.0282,0.945
8.668558989,0.8261,0.5056,-0.0170,0.969
8.671605604,0.8349,0.5211,0.0118,0.984
8.673582062,0.8511,0.5449,0.0103,1.011
8.676114094,0.8716,0.5707,0.0084,1.042
8.678701646,0.9107,0.6013,-0.0068,1.091
8.681353313,0.9317,0.6372,-0.0068,1.129
8.684467063,0.9669,0.6606,0.0059,1.171
8.686984928,0.9949,0.6849,0.0098,1.208
8.689458731,1.0188,0.7048,0.0064,1.239
8.692052377,1.0369,0.7243,0.0191,1.265
8.694474096,1.0574,0.7350,0.0244,1.288
8.696337794,1.0765,0.7471,0.0259,1.311
8.698856544,1.0877,0.7598,0.0254,1.327
8.701450815,1.0980,0.7700,0.0157,1.341
8.70417519,1.1151,0.7734,0.0157,1.357
8.706504982,1.1254,0.7777,0.0177,1.368
8.709006701,1.1288,0.7758,0.0079,1.370
8.712188316,1.1259,0.7685,-0.0034,1.363
8.715104775,1.1269,0.7622,-0.0170,1.361
8.716671077,1.1146,0.7452,-0.0380,1.341
8.719162067,1.1112,0.7233,-0.0487,1.327
8.721997119,1.0902,0.7043,-0.0614,1.299
8.724840349,1.0736,0.6698,-0.0780,1.268
8.727396078,1.0535,0.6387,-0.0795,1.235
8.72992238,1.0291,0.6115,-0.0873,1.200
8.732539724,1.0051,0.5727,-0.0892,1.160
8.734516912,0.9752,0.5381,-0.0951,1.118
8.736954569,0.9444,0.5065,-0.1019,1.077
8.739384673,0.9210,0.4740,-0.1039,1.041
8.741997121,0.8926,0.4462,-0.1131,1.004
8.744568424,0.8608,0.4200,-0.1180,0.965
8.746938007,0.8340,0.4015,-0.1234,0.934
8.749502799,0.8120,0.3835,-0.1307,0.907
8.752349778,0.7889,0.3704,-0.1297,0.881
8.754616341,0.7694,0.3509,-0.1380,0.857
8.757094362,0.7537,0.3384,-0.1415,0.838
8.759575925,0.7361,0.3277,-0.1336,0.817
8.762088165,0.7205,0.3189,-0.1385,0.800
8.765889363,0.7112,0.3087,-0.1351,0.787
8.767542593,0.7053,0.3038,-0.1356,0.780
8.76982353,0.7029,0.3004,-0.1346,0.776
8.772318374,0.6946,0.2980,-0.1336,0.768
8.774826239,0.6867,0.2980,-0.1302,0.760
8.777292906,0.6843,0.2936,-0.1248,0.755
8.779833896,0.6789,0.2907,-0.1278,0.750
8.782376604,0.6701,0.2931,-0.1195,0.741
8.784946709,0.6672,0.2883,-0.1126,0.735
8.787447751,0.6628,0.2859,-0.1117,0.730
8.789918272,0.6564,0.2878,-0.1131,0.726
8.792356345,0.6520,0.2897,-0.1024,0.721
8.795011658,0.6520,0.2868,-0.0985,0.719
8.797613064,0.6530,0.2907,-0.0980,0.721
8.800142179,0.6447,0.2941,-0.0917,0.715
8.802891971,0.6442,0.2980,-0.0931,0.716
8.805897753,0.6442,0.3024,-0.0814,0.716
8.808425149,0.6496,0.3136,-0.0692,0.725
8.810966086,0.6760,0.3349,-0.0497,0.756
8.813466451,0.6951,0.3466,-0.0444,0.778
8.815258483,0.7058,0.3553,-0.0482,0.792
8.818027441,0.7151,0.3616,-0.0477,0.803
8.820469889,0.7254,0.3709,-0.0507,0.816
8.823875619,0.7395,0.3748,-0.0409,0.830
8.825374005,0.7571,0.3850,-0.0224,0.850
8.827894005,0.7703,0.3947,-0.0170,0.866
8.83057864,0.8026,0.4146,-0.0243,0.904
8.83319088,0.8159,0.4307,-0.0204,0.923
8.835740776,0.8388,0.4487,-0.0189,0.951
8.838095516,0.8623,0.4788,-0.0253,0.987
8.840902496,0.8877,0.5114,-0.0268,1.025
8.8438751,0.9156,0.5401,-0.0258,1.063
8.846304423,0.9444,0.5745,-0.0097,1.106
8.848831715,0.9840,0.6105,0.0001,1.158
8.851337965,1.0183,0.6460,0.0045,1.206
8.854015309,1.0477,0.6772,0.0010,1.247
8.855769216,1.0692,0.7068,0.0030,1.282
8.858321664,1.0956,0.7364,0.0118,1.320
8.861159216,1.1132,0.7607,0.0244,1.349
8.86413531,1.1317,0.7777,0.0284,1.374
8.865953696,1.1474,0.7943,0.0240,1.396
8.868513748,1.1616,0.8079,0.0240,1.415
8.871363436,1.1660,0.8225,0.0249,1.427
8.874171978,1.1807,0.8283,0.0128,1.442
8.876202082,1.1807,0.8297,0.0103,1.443
8.880249218,1.1831,0.8249,-0.0073,1.442
8.881392239,1.1748,0.8113,-0.0185,1.428
8.884442552,1.1645,0.7923,-0.0287,1.409
8.886986459,1.1542,0.7734,-0.0444,1.390
8.889327084,1.1391,0.7496,-0.0580,1.365
8.891822865,1.1269,0.7160,-0.0780,1.337
8.895147397,1.1068,0.6795,-0.0824,1.301
8.896215834,1.0745,0.6436,-0.0824,1.255
8.898876876,1.0462,0.6013,-0.0917,1.210
8.901372033,1.0139,0.5532,-0.0946,1.159
8.904526721,0.9801,0.5211,-0.0995,1.114
8.906424013,0.9493,0.4876,-0.1049,1.072
8.908869794,0.9097,0.4574,-0.1112,1.024
8.911503284,0.8809,0.4287,-0.1170,0.987
8.914119951,0.8516,0.4006,-0.1175,0.948
8.91666167,0.8237,0.3806,-0.1141,0.915
8.919151878,0.8036,0.3660,-0.1195,0.891
8.921998806,0.7845,0.3553,-0.1234,0.870
8.924773754,0.7606,0.3398,-0.1248,0.842
8.927770056,0.7410,0.3359,-0.1366,0.825
8.929781775,0.7273,0.3184,-0.1351,0.805
8.932392869,0.7136,0.3136,-0.1307,0.790
8.934979224,0.7063,0.3048,-0.1380,0.782
8.936690943,0.7004,0.3072,-0.1336,0.776
8.939267089,0.6936,0.3068,-0.1385,0.771
8.942003027,0.6872,0.3029,-0.1317,0.762
8.945111464,0.6838,0.2989,-0.1219,0.756
8.946892975,0.6804,0.2980,-0.1307,0.754
8.949543392,0.6735,0.2994,-0.1229,0.747
8.952288965,0.6613,0.3014,-0.1200,0.737
8.954763236,0.6574,0.3009,-0.1180,0.733
