time,xaxis,yaxis,zaxis,State
10.661359,0.02,0,-0.03,
10.661523,0.03,0.01,-0.03,
10.664402,0.04,0.01,-0.03,
10.66738,0.05,0.01,-0.03,
10.669547,0.05,0,-0.03,
10.672083,0.06,0,-0.03,
10.67473,0.06,0,-0.03,
10.677617,0.06,0,-0.03,
10.679048,0.06,-0.01,-0.03,
10.681643,0.07,-0.02,-0.03,
10.686003,0.07,-0.03,-0.03,
10.686926,0.07,-0.03,-0.02,
10.68995,0.07,-0.04,-0.01,
10.692439,0.08,-0.04,-0.01,
10.695021,0.08,-0.04,-0.01,
10.697724,0.08,-0.05,0,
10.699703,0.08,-0.05,0,
10.701844,0.09,-0.05,0,
10.705016,0.1,-0.05,0,
10.70784,0.1,-0.05,0,
10.711733,0.1,-0.05,0,
10.712832,0.11,-0.05,0,
10.715291,0.11,-0.04,0,
10.717434,0.11,-0.03,0,
10.719642,0.11,-0.02,-0.01,
10.722091,0.11,-0.01,-0.01,
10.725088,0.11,0,-0.01,
10.727343,0.11,0.02,-0.01,
10.730463,0.1,0.02,-0.02,
10.733029,0.09,0.03,-0.02,
10.735455,0.07,0.04,-0.02,
10.737545,0.06,0.04,-0.02,
10.739859,0.04,0.04,-0.03,
10.7424,0.03,0.03,-0.03,
10.745469,0.01,0.03,-0.03,
10.748383,0,0.03,-0.02,
10.750822,-0.01,0.02,-0.02,
10.753475,-0.01,0.02,-0.02,
10.755683,-0.01,0.03,-0.02,
10.757925,-0.01,0.03,-0.02,
10.760138,-0.01,0.03,-0.02,
10.762864,-0.01,0.03,-0.01,
10.766243,-0.01,0.03,-0.01,
10.767721,-0.01,0.03,-0.01,
10.770963,0,0.02,-0.01,
10.773556,0,0.02,0,
10.776338,-0.01,0.02,0,
10.777935,-0.01,0.03,0,
10.780357,-0.01,0.03,0,
10.782941,-0.01,0.02,0.01,
10.789701,-0.01,0.01,0.01,
10.790074,-0.01,0.01,0.01,
10.791409,0,0.01,0.01,
10.793715,0.01,0.01,0.02,
10.796309,0.01,0.01,0.02,
10.798395,0.02,0.01,0.02,
10.80061,0.03,0.01,0.02,
10.805845,0.04,0,0.02,
10.806397,0.04,0,0.02,
10.808784,0.05,0.01,0.02,
10.811251,0.05,0.01,0.02,
10.813873,0.05,0.01,0.03,
10.816536,0.05,0.02,0.03,
10.818649,0.04,0.02,0.03,
10.820708,0.04,0.02,0.03,
10.823666,0.02,0.03,0.02,
10.826175,0.01,0.03,0.02,
10.829071,0,0.03,0.02,
10.831528,-0.02,0.02,0.02,
10.834045,-0.03,0.01,0.02,
10.836739,-0.05,0,0.02,
10.838748,-0.06,-0.01,0.02,
10.841106,-0.07,-0.02,0.02,
10.844038,-0.08,-0.02,0.02,
10.846051,-0.09,-0.03,0.01,
10.849301,-0.09,-0.03,0.01,
10.851932,-0.09,-0.02,0.01,
10.854539,-0.09,-0.02,0,
10.857022,-0.08,-0.02,0,
10.858972,-0.08,-0.02,0,
10.861343,-0.08,-0.01,0,
10.864159,-0.07,-0.01,-0.01,
10.867906,-0.07,-0.02,-0.01,
10.869568,-0.07,-0.01,-0.01,
10.872037,-0.07,-0.01,-0.02,
10.874599,-0.07,-0.01,-0.02,
10.87729,-0.07,-0.01,-0.02,
10.879342,-0.07,-0.01,-0.02,
10.881584,-0.07,-0.01,-0.03,
10.88566,-0.06,-0.01,-0.03,
10.886564,-0.06,-0.02,-0.04,
10.890052,-0.06,-0.03,-0.04,
10.892582,-0.06,-0.04,-0.04,
10.894838,-0.06,-0.05,-0.04,
10.897477,-0.05,-0.06,-0.04,
10.899214,-0.05,-0.07,-0.04,
10.903756,-0.04,-0.07,-0.04,
10.904848,-0.03,-0.07,-0.04,
10.907572,-0.02,-0.07,-0.04,
10.91008,0,-0.07,-0.04,
10.912547,0.01,-0.07,-0.04,
10.915142,0.03,-0.07,-0.04,
10.920759,0.04,-0.06,-0.04,
10.921193,0.05,-0.05,-0.03,
10.922022,0.06,-0.04,-0.04,
10.924744,0.07,-0.03,-0.03,
10.927617,0.07,-0.01,-0.04,
10.930172,0.07,0,-0.03,
10.933436,0.07,0,-0.03,
10.935251,0.06,0,-0.03,
10.937295,0.06,0,-0.03,
10.939881,0.05,0,-0.03,
10.942246,0.04,0,-0.03,
10.945012,0.03,0,-0.03,
10.94796,0.03,0,-0.02,
10.950483,0.02,0.01,-0.02,
10.953229,0.02,0.01,-0.01,
10.955893,0.02,0.01,-0.01,
10.957589,0.02,0.01,0,
10.960047,0.01,0,0,
10.962444,0.01,0,0,
10.966268,0.01,-0.01,0,
10.968656,0.01,-0.01,0,
10.970751,0,-0.01,0,
10.973353,0,-0.01,0,
10.975808,0,0,0,
10.977975,0,0,0,
10.980215,0,0,0.01,
10.982719,-0.01,0,0,
10.985757,-0.01,0.01,0,
10.988545,0,0.01,0,
10.991122,0,0.01,0,
10.993849,0,0.01,0,
10.99615,0,0.01,0,
10.999049,0.01,0.01,0,
11.000514,0.01,0.01,0,
11.003165,0.02,0.02,0,
11.005876,0.02,0.02,0,
11.008774,0.03,0.03,-0.01,
11.011379,0.03,0.03,-0.01,
11.013739,0.03,0.03,-0.01,
11.016471,0.04,0.03,-0.01,
11.01834,0.04,0.03,-0.01,
11.020851,0.04,0.03,-0.02,
11.023441,0.03,0.02,-0.02,
11.026532,0.03,0.02,-0.02,
11.029077,0.02,0.01,-0.02,
11.03547,0.02,0.01,-0.02,
11.035885,0.02,0.01,-0.02,
11.036617,0.02,0,-0.02,
11.038416,0.02,0,-0.01,
11.041215,0.02,0,-0.01,
11.043862,0.03,0,-0.02,
11.045686,0.03,0,-0.01,
11.05177,0.04,-0.01,-0.01,
11.052245,0.04,-0.02,-0.01,
11.054218,0.04,-0.02,-0.01,
11.056998,0.05,-0.03,-0.01,
11.058542,0.05,-0.03,-0.01,
11.061234,0.04,-0.03,-0.01,
11.064531,0.04,-0.03,-0.01,
11.067029,0.03,-0.03,-0.01,
11.069797,0.02,-0.03,-0.01,
11.072296,0.01,-0.03,-0.01,
11.074432,0,-0.03,-0.02,
11.077077,-0.01,-0.03,-0.02,
11.078807,-0.03,-0.02,-0.02,
11.081558,-0.04,-0.01,-0.02,
11.085633,-0.04,0,-0.02,
11.086413,-0.05,-0.01,-0.02,
11.089933,-0.06,-0.01,-0.01,
11.092335,-0.07,-0.02,-0.01,
11.094403,-0.07,-0.02,0,
11.097405,-0.08,-0.02,0,
11.099057,-0.08,-0.02,0,
11.101673,-0.08,-0.01,0,
11.104278,-0.08,-0.01,0,
11.107501,-0.07,0,0,
11.110114,-0.07,0,0,
11.112368,-0.06,0,0,
11.114901,-0.06,0,0.01,
11.117562,-0.06,0,0.02,
11.119654,-0.05,0,0.02,
11.121931,-0.05,0,0.03,
11.125066,-0.05,0,0.03,
11.127011,-0.04,0,0.03,
11.130173,-0.03,0,0.04,
11.132807,-0.03,0,0.04,
11.13544,-0.03,0,0.04,
11.137322,-0.02,0,0.04,
11.139566,-0.01,0,0.05,
11.142289,-0.01,0.01,0.05,
11.144939,0,0.01,0.05,
11.150331,0,0.01,0.05,
11.15076,0.01,0.02,0.04,
11.152953,0.01,0.02,0.04,
11.155727,0.01,0.02,0.03,
11.157822,0.02,0.02,0.03,
11.159799,0.02,0.02,0.03,
11.16742,0.02,0.02,0.02,
11.167952,0.02,0.03,0.01,
11.168603,0.02,0.03,0.01,
11.170889,0.01,0.03,0.01,
11.17331,0.01,0.04,0.01,
11.175563,0,0.03,0.01,
11.177571,0,0.04,0,
11.180006,0,0.04,0,
11.182674,-0.01,0.03,0,
11.185494,-0.01,0.04,-0.01,
11.188359,-0.01,0.04,-0.01,
11.191078,-0.01,0.05,-0.01,
11.193419,-0.02,0.05,-0.02,
11.195898,-0.02,0.05,-0.02,
11.197668,-0.02,0.05,-0.02,
11.200256,-0.03,0.05,-0.02,
11.203034,-0.03,0.04,-0.02,
11.20566,-0.03,0.04,-0.02,
11.208841,-0.03,0.05,-0.02,
11.211469,-0.03,0.04,-0.02,
11.213498,-0.03,0.05,-0.02,
11.216042,-0.03,0.05,-0.02,
11.218226,-0.03,0.04,-0.02,
11.220657,-0.03,0.05,-0.02,
11.223528,-0.03,0.04,-0.02,
11.226028,-0.03,0.03,-0.01,
11.228727,-0.03,0.01,-0.01,
11.231311,-0.03,0,0,
11.23395,-0.02,0,0,
11.236599,-0.02,-0.01,0.01,
11.2382,-0.02,-0.01,0.01,
11.240776,-0.01,-0.01,0,
11.244317,-0.01,-0.01,0.01,
11.245768,-0.01,-0.01,0.01,
11.249042,-0.01,-0.02,0.01,
11.251539,-0.01,-0.02,0.01,
11.254251,-0.01,-0.03,0.01,
11.256877,0,-0.02,0.01,
11.258482,-0.01,-0.01,0.01,
11.260991,0,0,0,
11.264043,0,0,0,
11.266901,0,0.01,0,
11.269184,0,0.02,0,
11.27203,0.01,0.03,0,
11.274463,0.01,0.03,-0.01,
11.277085,0.01,0.03,-0.01,
11.278684,0.01,0.04,-0.01,
11.281263,0.01,0.05,-0.01,
11.285114,0.01,0.05,-0.01,
11.286032,0,0.06,-0.01,
11.289939,0,0.06,-0.01,
11.291861,0,0.05,-0.01,
11.29458,-0.01,0.05,-0.01,
11.297212,-0.01,0.04,-0.01,
11.29914,-0.02,0.02,0,
11.301492,-0.01,0.01,0,
11.304213,-0.01,0,0,
11.307272,-0.01,0,0.01,
11.313465,0,-0.01,0.01,
11.313863,0.01,-0.01,0.01,
11.315003,0.02,-0.02,0.02,
11.317589,0.03,-0.02,0.02,
11.319147,0.03,-0.02,0.02,
11.3217,0.05,-0.02,0.02,
11.32714,0.06,-0.02,0.02,
11.327579,0.06,-0.01,0.02,
11.329952,0.07,-0.01,0.02,
11.332448,0.07,-0.02,0.02,
11.334955,0.07,-0.02,0.02,
11.337701,0.07,-0.02,0.01,
11.339356,0.07,-0.02,0.01,
11.342484,0.07,-0.02,0,
11.345023,0.07,-0.03,0,
11.347636,0.07,-0.03,0,
11.350264,0.07,-0.03,0,
11.353329,0.07,-0.02,0,
11.355579,0.07,-0.02,0,
11.357196,0.07,-0.01,0,
11.359624,0.07,-0.01,0,
11.362277,0.07,-0.01,0,
11.365072,0.06,0,0,
11.368023,0.05,0,-0.01,
11.370645,0.04,0.01,-0.01,
11.373116,0.03,0.02,-0.01,
11.375531,0.02,0.02,-0.01,
11.377617,0.01,0.02,-0.01,
11.379934,0,0.01,-0.01,
11.382459,-0.02,0,-0.01,
11.38566,-0.04,-0.01,-0.01,
11.388351,-0.05,-0.03,-0.01,
11.391434,-0.07,-0.03,0,
11.393167,-0.08,-0.05,0,
11.395688,-0.09,-0.05,0,
11.397822,-0.09,-0.06,0.01,
11.400235,-0.09,-0.07,0.01,
11.402618,-0.09,-0.07,0.01,
11.406417,-0.09,-0.07,0.02,
11.408415,-0.08,-0.08,0.02,
11.410968,-0.08,-0.07,0.02,
11.413629,-0.07,-0.07,0.02,
11.416331,-0.06,-0.06,0.02,
11.418012,-0.06,-0.05,0.02,
11.420391,-0.05,-0.04,0.02,
11.422995,-0.05,-0.03,0.02,
11.42583,-0.04,-0.03,0.01,
11.428681,-0.03,-0.02,0.01,
11.431284,-0.03,-0.01,0.01,
11.43383,-0.02,0,0.01,
11.436526,-0.01,0.01,0.02,
11.43831,0,0.01,0.02,
11.443774,0.01,0.02,0.02,
11.444155,0.02,0.03,0.02,
11.445952,0.02,0.04,0.02,
11.449025,0.03,0.04,0.01,
11.451987,0.04,0.04,0.01,
11.45415,0.05,0.04,0.01,
11.459621,0.05,0.04,0.01,
11.460788,0.06,0.04,0,
11.46099,0.06,0.04,0,
11.46388,0.06,0.03,0,
11.46665,0.06,0.03,0,
11.469076,0.06,0.04,-0.01,
11.471513,0.06,0.03,-0.01,
11.474064,0.05,0.03,-0.01,
11.476892,0.04,0.03,-0.02,
11.478616,0.04,0.03,-0.02,
11.481126,0.04,0.03,-0.02,
11.484075,0.03,0.03,-0.03,
11.486543,0.03,0.03,-0.03,
11.489667,0.03,0.03,-0.03,
11.492058,0.02,0.04,-0.02,
11.494438,0.02,0.04,-0.03,
11.497075,0.02,0.04,-0.03,
11.498811,0.02,0.05,-0.02,
11.501495,0.01,0.05,-0.02,
11.504121,0,0.05,-0.02,
11.507212,-0.01,0.06,-0.01,
11.509751,-0.02,0.06,-0.01,
11.512271,-0.03,0.06,-0.01,
11.514847,-0.04,0.06,-0.01,
11.517427,-0.05,0.05,0,
11.51903,-0.06,0.05,0,
11.522421,-0.08,0.05,0.01,
11.525865,-0.08,0.05,0.01,
11.526783,-0.09,0.03,0.02,
11.530013,-0.09,0.03,0.02,
11.53246,-0.1,0.02,0.03,
11.534969,-0.1,0.02,0.03,
11.537461,-0.11,0.01,0.04,
11.539761,-0.11,0.01,0.03,
11.541892,-0.11,0.01,0.04,
11.544913,-0.11,0.01,0.04,
11.547722,-0.11,0.01,0.04,
11.550467,-0.11,0.01,0.05,
11.553099,-0.1,0.02,0.05,
11.555003,-0.11,0.03,0.05,
11.557712,-0.11,0.03,0.05,
11.559612,-0.1,0.03,0.05,
11.562128,-0.1,0.04,0.05,
11.565961,-0.09,0.04,0.04,
11.56729,-0.08,0.04,0.03,
11.570387,-0.06,0.04,0.01,
11.572983,-0.04,0.04,0,
11.575492,-0.03,0.04,-0.01,
11.577619,-0.02,0.05,-0.03,
11.579873,-0.01,0.05,-0.03,
11.582303,-0.01,0.06,-0.04,
11.584833,0,0.06,-0.05,
11.591612,0,0.06,-0.05,
11.592004,0.01,0.07,-0.06,
11.593377,0.02,0.07,-0.06,
11.595013,0.03,0.06,-0.06,
11.597498,0.03,0.05,-0.07,
11.600202,0.04,0.05,-0.07,
11.602632,0.05,0.04,-0.06,
11.607119,0.05,0.03,-0.06,
11.608493,0.06,0.03,-0.07,
11.610717,0.05,0.02,-0.06,
11.613227,0.05,0.02,-0.06,
11.615912,0.05,0.02,-0.05,
11.617669,0.05,0.02,-0.05,
11.620718,0.05,0.01,-0.04,
11.622704,0.05,0,-0.03,
11.625406,0.05,-0.01,-0.02,
11.628714,0.05,-0.02,-0.02,
11.631194,0.05,-0.04,-0.02,
11.6334,0.04,-0.04,-0.01,
11.637082,0.04,-0.06,-0.01,
11.637991,0.04,-0.06,-0.01,
11.640601,0.04,-0.06,-0.01,
11.643097,0.04,-0.07,-0.01,
11.645416,0.04,-0.07,-0.01,
11.649738,0.05,-0.07,-0.01,
11.650694,0.05,-0.06,-0.02,
11.653985,0.05,-0.04,-0.02,
11.656615,0.05,-0.04,-0.03,
11.658186,0.05,-0.03,-0.04,
11.66077,0.04,-0.03,-0.05,
11.663534,0.04,-0.02,-0.05,
11.666972,0.04,-0.01,-0.06,
11.66978,0.03,-0.01,-0.07,
11.671526,0.03,-0.01,-0.08,
11.674061,0.04,-0.02,-0.08,
11.676712,0.04,-0.03,-0.09,
11.67849,0.05,-0.04,-0.09,
11.680944,0.06,-0.04,-0.1,
11.683793,0.07,-0.04,-0.11,
11.686187,0.08,-0.04,-0.11,
11.68972,0.09,-0.03,-0.11,
11.691902,0.1,-0.03,-0.11,
11.694543,0.11,-0.03,-0.11,
11.697045,0.11,-0.03,-0.1,
11.698694,0.11,-0.03,-0.1,
11.701164,0.11,-0.04,-0.1,
11.706212,0.11,-0.05,-0.1,
11.707044,0.11,-0.05,-0.09,
11.709556,0.1,-0.06,-0.09,
11.711968,0.1,-0.06,-0.09,
11.714609,0.1,-0.06,-0.09,
11.717031,0.09,-0.06,-0.09,
11.721933,0.09,-0.07,-0.09,
11.722348,0.08,-0.07,-0.09,
11.725535,0.06,-0.08,-0.09,
11.726486,0.05,-0.09,-0.08,
11.729846,0.02,-0.1,-0.07,
11.732433,0,-0.11,-0.07,
11.73546,-0.02,-0.13,-0.06,
11.737108,-0.04,-0.14,-0.06,
11.739054,-0.06,-0.15,-0.07,
11.741797,-0.09,-0.15,-0.07,
11.744709,-0.11,-0.16,-0.07,
11.747745,-0.13,-0.16,-0.08,
11.749895,-0.15,-0.17,-0.08,
11.752175,-0.16,-0.17,-0.08,
11.754901,-0.18,-0.17,-0.08,
11.75736,-0.19,-0.17,-0.08,
11.759211,-0.19,-0.17,-0.07,
11.761752,-0.19,-0.16,-0.07,
11.764852,-0.19,-0.16,-0.07,
11.767702,-0.18,-0.15,-0.06,
11.770013,-0.18,-0.15,-0.05,
11.772547,-0.17,-0.13,-0.04,
11.775068,-0.16,-0.13,-0.04,
11.777024,-0.14,-0.12,-0.04,
11.779597,-0.13,-0.12,-0.04,
11.782004,-0.12,-0.12,-0.04,
11.785118,-0.11,-0.1,-0.03,
11.787665,-0.1,-0.09,-0.03,
11.790248,-0.09,-0.08,-0.03,
11.792855,-0.07,-0.07,-0.03,
11.795342,-0.07,-0.06,-0.02,
11.797346,-0.06,-0.05,-0.02,
11.800481,-0.04,-0.05,-0.02,
11.80218,-0.03,-0.05,-0.02,
11.805395,-0.03,-0.04,-0.02,
11.807304,-0.02,-0.04,-0.02,
11.809961,-0.01,-0.03,-0.02,
11.812837,-0.01,-0.03,-0.02,
11.814876,-0.01,-0.02,-0.03,
11.817491,0,-0.02,-0.03,
11.820309,0,-0.01,-0.04,
11.823098,0.01,0,-0.04,
11.825556,0.01,0.01,-0.05,
11.827905,0.01,0.03,-0.05,
11.83037,0.01,0.03,-0.05,
11.833404,0.02,0.04,-0.05,
11.835159,0.01,0.05,-0.05,
11.837645,0.01,0.05,-0.05,
11.840191,0.01,0.06,-0.04,
11.842788,0,0.07,-0.04,
11.845882,0,0.07,-0.03,
11.847761,-0.01,0.08,-0.02,
11.850381,-0.01,0.08,-0.01,
11.853152,-0.02,0.08,0,
11.85622,-0.02,0.08,0.02,
11.857908,-0.01,0.09,0.03,
11.860532,-0.01,0.09,0.04,
11.863094,0,0.08,0.05,
11.868277,0,0.07,0.06,
11.868806,0.01,0.07,0.07,
11.871281,0.01,0.06,0.07,
11.873804,0.01,0.07,0.08,
11.876372,0.02,0.07,0.08,
11.878218,0.02,0.07,0.08,
11.880836,0.02,0.07,0.07,
11.884237,0.02,0.08,0.07,
11.8859,0.03,0.08,0.07,
11.88905,0.03,0.09,0.07,
11.891737,0.04,0.09,0.07,
11.894092,0.04,0.09,0.06,
11.896729,0.04,0.09,0.05,
11.898639,0.04,0.09,0.04,
11.900965,0.05,0.09,0.03,
11.903912,0.05,0.1,0.02,
11.906945,0.04,0.1,0.02,
11.909313,0.05,0.09,0.01,
11.911938,0.05,0.09,0.01,
11.914995,0.05,0.09,0,
11.916825,0.05,0.08,0,
11.918869,0.05,0.07,0,
11.921341,0.04,0.06,0,
11.925837,0.04,0.05,0,
11.926565,0.04,0.04,0,
11.929726,0.03,0.03,0,
11.932338,0.03,0.03,0,
11.93453,0.04,0.02,0.01,
11.937266,0.04,0.03,0.01,
11.939103,0.04,0.02,0.02,
11.941632,0.04,0.01,0.02,
11.944282,0.04,0,0.02,
11.947991,0.03,-0.01,0.02,
11.949857,0.03,-0.03,0.02,
11.952577,0.03,-0.05,0.02,
11.954978,0.02,-0.06,0.02,
11.957562,0.01,-0.07,0.02,
11.959189,0,-0.07,0.02,
11.961691,-0.01,-0.07,0.02,
11.965778,-0.02,-0.06,0.02,
11.966852,-0.03,-0.06,0.02,
11.970392,-0.03,-0.05,0.02,
11.973017,-0.04,-0.05,0.02,
11.975114,-0.05,-0.05,0.01,
11.977654,-0.06,-0.05,0.02,
11.983642,-0.07,-0.05,0.01,
11.983991,-0.08,-0.04,0.01,
11.984895,-0.09,-0.04,0,
11.987823,-0.1,-0.04,0,
11.990303,-0.11,-0.03,0,
11.992842,-0.11,-0.03,0,
11.995414,-0.12,-0.03,0,
12.002052,-0.13,-0.02,0,
12.002505,-0.14,-0.02,0,
12.002684,-0.14,-0.02,0,
12.004836,-0.15,-0.01,0,
12.008331,-0.15,-0.02,0,
12.010785,-0.15,-0.03,0,
12.013139,-0.15,-0.03,0,
12.015604,-0.14,-0.04,0,
12.01762,-0.13,-0.04,0,
12.020147,-0.12,-0.04,0,
12.022436,-0.11,-0.03,0,
12.025196,-0.09,-0.03,0,
12.028113,-0.07,-0.03,0,
12.030633,-0.05,-0.02,-0.01,
12.033343,-0.03,-0.02,-0.01,
12.036248,-0.01,-0.02,-0.01,
12.037831,0,-0.01,-0.01,
12.040276,0.02,0,-0.02,
12.043455,0.03,0,-0.02,
12.046595,0.04,0.01,-0.02,
12.047824,0.05,0.02,-0.02,
12.051139,0.05,0.02,-0.02,
12.053712,0.05,0.02,-0.02,
12.056235,0.05,0.02,-0.02,
12.058237,0.05,0.02,-0.02,
12.060555,0.05,0.01,-0.02,
12.063044,0.05,0.01,-0.02,
12.065733,0.04,0,-0.02,
12.068941,0.04,0,-0.02,
12.072128,0.03,0,-0.02,
12.074142,0.02,0,-0.02,
12.076354,0.01,0,-0.02,
12.078574,0,-0.01,-0.03,
12.08058,-0.01,0,-0.02,
12.083433,-0.02,0,-0.02,
12.085883,-0.03,0.01,-0.02,
12.088834,-0.03,0,-0.02,
12.091389,-0.04,0,-0.02,
12.094792,-0.05,0.01,-0.02,
12.095828,-0.05,0,-0.02,
12.098406,-0.05,0,-0.02,
12.100839,-0.04,0.01,-0.02,
12.10372,-0.04,0.01,-0.02,
12.106688,-0.03,0.02,-0.01,
12.109479,-0.03,0.03,-0.01,
12.114091,-0.02,0.03,-0.02,
12.114464,-0.01,0.04,-0.01,
12.116713,-0.01,0.04,-0.01,
12.118579,0,0.04,0,
12.121193,0,0.03,0,
12.124296,0.01,0.03,0,
12.126322,0.02,0.03,0,
12.129432,0.02,0.02,0.01,
12.131977,0.03,0.02,0.02,
12.1347,0.04,0.02,0.02,
12.137222,0.04,0.02,0.01,
12.138918,0.03,0.02,0.01,
12.141667,0.03,0.02,0.02,
12.144292,0.02,0.02,0.02,
12.147408,0.02,0.02,0.02,
12.149858,0.01,0.02,0.02,
12.152182,0.01,0.02,0.02,
12.154866,0.01,0.03,0.02,
12.157265,0.01,0.03,0.03,
12.159113,0.01,0.03,0.03,
12.161568,0,0.04,0.03,
12.165705,0,0.04,0.03,
12.166664,0,0.03,0.02,
12.170039,0,0.02,0.02,
12.172699,0,0.02,0.02,
12.175109,-0.01,0.01,0.02,
12.177515,-0.02,0,0.02,
12.17931,-0.02,-0.01,0.02,
12.18193,-0.03,-0.01,0.02,
12.184936,-0.03,-0.02,0.02,
12.18799,-0.04,-0.02,0.01,
12.190344,-0.05,-0.03,0.01,
12.193322,-0.06,-0.03,0.01,
12.195363,-0.06,-0.04,0,
12.197246,-0.07,-0.05,-0.01,
12.199689,-0.08,-0.05,-0.01,
12.202126,-0.08,-0.06,-0.01,
12.205444,-0.09,-0.07,-0.02,
12.207221,-0.09,-0.08,-0.02,
12.210571,-0.1,-0.07,-0.02,
12.213291,-0.1,-0.07,-0.02,
12.215995,-0.09,-0.06,-0.02,
12.217647,-0.09,-0.06,-0.02,
12.219814,-0.08,-0.06,-0.02,
12.222533,-0.07,-0.06,-0.01,
12.22596,-0.05,-0.05,-0.01,
12.228108,-0.03,-0.05,-0.01,
12.230719,-0.01,-0.05,-0.01,
12.233242,0,-0.04,-0.01,
12.235995,0.02,-0.03,-0.01,
12.237516,0.03,-0.02,-0.01,
12.240238,0.04,-0.01,-0.01,
12.242614,0.04,-0.01,0,
12.245863,0.05,-0.01,0,
12.248662,0.05,-0.01,0,
12.251222,0.06,-0.01,0,
12.253491,0.06,0,0,
12.256131,0.06,0,0,
12.262565,0.06,0,0,
12.263015,0.06,-0.01,0,
12.263202,0.06,-0.01,0,
12.265843,0.06,-0.01,0,
12.268595,0.05,-0.01,-0.01,
12.271146,0.04,-0.01,-0.01,
12.273784,0.04,-0.01,-0.01,
12.278791,0.03,-0.01,-0.01,
12.279215,0.02,-0.01,-0.01,
12.280602,0.02,0,0,
12.283237,0.01,0.01,-0.01,
12.286092,0,0.01,-0.01,
12.288911,-0.01,0.02,-0.01,
12.291403,-0.01,0.02,-0.01,
12.293791,-0.02,0.02,-0.01,
12.296691,-0.03,0.02,-0.01,
12.29841,-0.03,0.02,-0.02,
12.300772,-0.04,0.02,-0.02,
12.30372,-0.03,0.02,-0.01,
12.307848,-0.03,0.02,-0.02,
12.309357,-0.03,0.02,-0.01,
12.311628,-0.03,0.02,-0.01,
12.314263,-0.02,0.02,-0.01,
12.316857,-0.02,0.02,0,
12.318649,-0.01,0.02,0,
12.321178,0,0.02,0,
12.324202,0.02,0.02,0,
12.326216,0.02,0.02,0.01,
12.329494,0.04,0.02,0.01,
12.331882,0.05,0.02,0.01,
12.334892,0.06,0.02,0.02,
12.337047,0.07,0.02,0.01,
12.338919,0.07,0.02,0.02,
12.341285,0.08,0.02,0.02,
12.344127,0.09,0.01,0.02,
12.347149,0.1,0.01,0.02,
12.349758,0.1,0.01,0.02,
12.35233,0.1,0.01,0.02,
12.354635,0.1,0.01,0.02,
12.357326,0.11,0.01,0.01,
12.35895,0.1,0.02,0.02,
12.361644,0.1,0.02,0.02,
12.365092,0.1,0.03,0.01,
12.366661,0.09,0.03,0.01,
12.370401,0.09,0.04,0.01,
12.376557,0.08,0.04,0.01,
12.376919,0.08,0.04,0.01,
12.377656,0.07,0.05,0.01,
12.379306,0.06,0.06,0,
12.381829,0.05,0.07,-0.01,
12.385224,0.04,0.08,-0.01,
12.387615,0.02,0.09,-0.02,
12.391948,0.01,0.09,-0.02,
12.392621,0,0.08,-0.02,
12.395148,-0.02,0.09,-0.02,
12.397701,-0.03,0.08,-0.02,
12.399556,-0.04,0.07,-0.02,
12.401969,-0.05,0.06,-0.02,
12.406276,-0.06,0.05,-0.02,
12.407119,-0.07,0.05,-0.02,
12.410276,-0.07,0.05,-0.02,
12.41286,-0.06,0.05,-0.01,
12.415441,-0.04,0.05,-0.01,
12.417578,-0.03,0.05,0,
12.419753,-0.02,0.05,-0.01,
12.422661,-0.01,0.04,-0.01,
12.425337,0,0.03,-0.01,
12.428018,0.01,0.02,-0.01,
12.430535,0.02,0.02,0,
12.433092,0.02,0.01,0,
12.435623,0.02,0.01,-0.01,
12.438927,0.02,0,0,
12.439963,0.01,0,0,
12.442492,0.01,0,0,
12.445811,0,-0.01,0,
12.448425,0,-0.01,0,
12.450914,0,-0.01,0,
12.453477,0.01,-0.01,0,
12.455776,0.02,-0.01,0,
12.458042,0.02,-0.01,0,
12.460248,0.02,-0.01,0,
12.462958,0.03,-0.01,0.01,
12.465995,0.03,-0.02,0.01,
12.468607,0.03,-0.02,0.01,
12.471244,0.03,-0.03,0.01,
12.473492,0.03,-0.03,0.01,
12.476313,0.02,-0.02,0.01,
12.478205,0.01,-0.01,0,
12.480406,0.01,-0.01,0,
12.483218,0.01,0,0,
12.486213,0,0,0,
12.488872,-0.01,-0.01,-0.01,
12.491443,-0.01,-0.01,-0.01,
12.493923,-0.02,-0.01,-0.01,
12.496462,-0.03,-0.01,-0.01,
12.49848,-0.04,0,-0.01,
12.500703,-0.05,0,-0.01,
12.507232,-0.06,0.01,-0.01,
12.507614,-0.07,0.01,-0.01,
12.508955,-0.08,0.02,-0.01,
12.5162,-0.09,0.01,-0.01,
12.516484,-0.09,0.01,-0.01,
12.516658,-0.09,0,-0.01,
12.518573,-0.1,0,-0.01,
12.525266,-0.1,0,-0.01,
12.525768,-0.1,-0.01,0,
12.52633,-0.09,0,0,
12.529159,-0.08,0,0.01,
12.531683,-0.07,0,0.01,
12.534161,-0.05,0,0.01,
12.536676,-0.04,0,0.02,
12.538644,-0.02,0,0.02,
12.541127,-0.01,0,0.03,
12.543957,0,0,0.03,
12.546939,0.01,0,0.02,
12.549523,0.01,0,0.02,
12.552116,0.02,0,0.02,
12.554928,0.01,0.01,0.01,
12.557029,0.01,0,0.01,
12.559047,0,0,0.01,
12.561305,0,0,0.01,
12.56502,0,0,0.01,
12.566679,0,0,0.01,
12.569802,0,0,0.02,
